index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Hastemaster	100	1		2		33	27	am5	maiden javelin			5	5000	dyel	dyel						dmg%		120	160	dmg-throw		15	15									swing3		40	40	block2		30	30																									0
Raptorshaft	100	1		5		25	20	am5	Maiden Javelin			5	5000								dmg%		75	115	ama		1	1	skilltab	2	1	1	dmg-throw		10	20									noheal		1	1	addxp		15	15																	0
Sister of the Sun	100	1		2		52	49	ama	ceremonial javelin			5	5000	oran	oran						dmg%		215	270	ama		2	2	dmg-fire		75	100	res-cold		35	35	res-fire		50	50	skilltab	2	1	3																									0
Amazon Spears																																																																					0
Hawkfire	100	1		1		11	8	am3	Maiden Spear			5	5000	lred	lred						dmg%		75	100	dmg-fire		5	18	res-fire		35	35	ama		1	1	hp		35	35	swing2		25	25																									0
Sepia Shard	100	1		1		22	19	am4	Maiden Pike			5	5000	cblu	cblu						dmg%		100	125	dmg-cold	200	10	15	res-cold		20	40	skilltab	2	2	2	mana		35	50	att		100	200	manasteal		6	9																					0
Silverdawn	100	1		1		35	33	am8	Ceremonial Spear			5	5000	whit							dmg%		140	200	ama		1	1	skilltab	1	2	4	dmg-ltng		1	200	res-ltng		50	65	light		4	7	dmg-demon		100	200	hp/lvl	9			dmg-norm		20	60													0
Manticore's Retort	100	1		1		76	70	ame	Matriarchal Pike			5	5000	oran	lred						dmg%		200	300	dmg-norm		50	100	swing3		35	35	dmg-pois	100	999	999	skilltab	2	1	3	res-pois-max		15	15	res-pois		50	50	res-pois-len		75	75																	0
Sorceress Orbs																																																																					0
Sparrow's Trill	100	1		1		8	6	ob1	Eagle Orb			5	5000	oran	oran						dmg-norm		3	8	skilltab	5	1	1	mana		25	35	ac		15	25	move1		20	20																													0
Flicker Cinch	100	1		1		14	12	ob2	Sacred Globe			5	5000								dmg%		80	120	block		20	30	block2		20	20	hp		25	25	mana		35	35	mag%		20	30																									0
Soul Stinger	100	1		1		21	18	ob3	Smoked Sphere			5	5000	dgry	dgry						sor		1	1	rip		1	1	oskill	weaken	2	2	hit-skill	66	75	5	dmg-norm		10	20	manasteal		35	35																									0
Thought Splinter	100	1		1		24	22	ob4	Clasped Orb			5	5000								enr/lvl	8			skilltab	4	1	3	skilltab	3	1	3	skilltab	5	1	3	heal-kill		5	5	addxp		5	5																									0
Eternity Cable	100	1		1		27	26	ob5	Dragon Stone			5	5000	blac	blac						sor		2	2	skill-rand	3	36	60	skill-rand	3	36	60	skill-rand	3	36	60	res-all		25	40	str		25	25	dex		15	15																					0
Dreamsplitter	100	1		1		31	29	ob6	Glowing Orb			5	5000	cgrn	cgrn						allskills		1	1	skill-rand	7	36	60	all-stats		15	25	mag%		15	25	gold%		50	100	sock		2	2	regen		10	15																					0
Murdering Shard	100	1		1		35	33	ob7	Crystalline Globe			5	5000	lpur	lpur						dmg-norm		15	30	dmg%		100	150	swing2		40	40	manasteal		100	100	slow		35	35	sor		2	2	heal-kill		10	15																					0
Dawn Shadow	100	1		1		37	35	ob8	Cloudy Sphere			5	5000								mana%		25	25	hp%		20	20	allskills		2	2	cast2		25	25	regen-mana		200	200	balance2		30	30	block		25	25																					0
Desecration Sigil	100	1		1		42	39	ob9	Sparkling Ball			5	5000	whit							oskill	skeleton mastery	5	12	oskill	revive	1	3	oskill	raise skeletal mage	6	10	cast3		40	40	cheap		10	10	mana/lvl	8			sor		2	2	oskill	grim ward	1	1																	0
Haven of Light	100	1		1		53	50	obb	Heavenly Stone			5	5000	whit							sor		2	2	pierce-ltng		30	50	pierce-fire		30	50	pierce-cold		30	50	skill	65	3	3	skill	63	3	3	skill	61	3	3	mana-kill		4	7																	0
Soul Of The Tanar'Ri	100	1		1		71	68	obd	Demon Heart			5	5000	blac	blac						allskills		1	1	red-dmg%		20	20	abs-fire%		15	20	abs-cold%		15	20	abs-ltng%		15	20	fade		1	1	move3		30	30	mana%		40	40																	0
Athena's Tirade	100	1		1		83	73	obe	Vortex Orb			5	5000								sor		3	3	aura	conviction	5	5	ac		200	200	enr%		15	15	all-stats		35	35	regen		25	25	regen-mana		150	150	mag%		50	75	gold%		100	200													0
Necromancer Heads																																																																					0
Goblin Grin	100	1		1		7	4	ne1	Preserved Head			5	5000	lgrn	lgrn						ac%		40	60	block		15	20	block1		20	20	skill	69	1	2	skill	70	1	2	cast1		15	15																									0
Death's Witness	100	1		1		13	10	ne2	Zombie Head			5	5000	dgry	dgry						ac%		45	65	block		10	20	move2		25	25	nec		1	1	ac		15	25	res-pois		35	35	cast1		15	15																					0
Scalphunter	100	1		1		17	15	ne3	Unraveller Head			5	5000	lyel	lyel						ac%		50	70	block		20	30	block2		25	25	skilltab	6	1	3	red-dmg		8	10	demon-heal		15	15	cast2		20	20																					0
Sinister Smile	100	1		1		24	20	ne4	Gargoyle Head			5	5000								ac%		55	75	balance2		25	25	block2		25	25	nec		1	1	res-ltng		25	40	res-fire		35	50	hp		50	50																					0
Chiaroscuro Visage	100	1		1		28	26	ne5	Demon Head			5	5000	lred	lred						ac%		60	80	block		25	35	swing2		20	20	skilltab	7	1	3	dmg-norm		10	20	crush		35	35	dmg-pois	175	100	100	cast2		25	25																	0
Janus' Face	100	1		1		32	29	ne6	Mummified Trophy			5	5000	whit							ac%		90	110	balance3		25	25	block2		20	20	skilltab	8	1	3	mana-kill		3	5	pierce-pois		25	25	dmg-to-mana		10	15	cast2		20	20																	0
Carrion Comfort	100	1		1		37	33	ne7	Fetish Trophy			5	5000	lpur	lpur						ac%		100	140	block		15	40	balance2		25	25	skill-rand	3	66	95	skill-rand	2	76	95	skill-rand	1	88	95	abs-mag		8	12	cast2		25	25																	0
Rictus of the Joker	100	1		1		41	36	ne8	Sexton Trophy			5	5000								ac%		100	150	block		25	50	block2		30	30	skilltab	6	1	3	nec		2	2	sock		2	2																									0
Dreamsender	100	1		1		45	40	ne9	Cantor Trophy			5	5000	blac	blac						ac%		120	170	balance3		25	25	move2		25	25	nec		2	2	mag%		50	50	str		20	20	dex		20	20	rep-dur	10			dur		100	100													0
Reaper's Trophy	100	1		1		54	49	neb	Minion Skull			5	5000								ac%		130	180	block		20	40	block2		30	30	allskills		2	2	hp/lvl	9			mana/lvl	9			res-cold		45	45	rip		1	1																	0
Dreadmother	100	1		1		61	57	nec	Hellspawn Skull			5	5000	oran	oran						ac%		160	200	balance2		25	25	move2		25	25	skilltab	7	1	3	oskill	poison javelin	5	8	oskill	plague javelin	5	8	pierce-pois		20	20	extra-pois		20	20	skill	92	5	5													0
Basilisk's Kiss	100	1		1		73	66	ned	Overseer Skull			5	5000								ac%		200	300	block		50	60	block3		45	45	red-dmg%		20	30	sock		2	2	dmg-to-mana		10	15	cast2		30	30																					0
Paladin Heraldic Shields																																																																					0
Seafarer's Security	100	1		1		8	5	pa1	Targe			5	5000	lblu							ac		10	15	dmg%		15	25	block		20	25	sock		2	2																																	0
Grip of the Gorgon	100	1		1		13	10	pa2	Rondache			5	5000	cgrn	cgrn						ac%		50	80	block		15	30	str		25	25	skilltab	10	1	3	slow		15	25	howl		75	75																									0
Secret of Steel	100	1		1		18	15	pa3	Heraldic Shield			5	5000								ac%		75	100	ac		20	40	red-dmg%		10	20	ease		-15	-15	block		15	15	block2		25	25	balance2		25	25																					0
Hellchatter	100	1		1		23	20	pa4	Aerin Shield			5	5000	dred	dred						ac		40	50	pal		1	1	res-all		60	70	dmg-fire		16	24	hit-skill	76	10	7	rep-dur		7		dur		45	45																					0
Devourer of Worlds	100	1		1		28	25	pa5	Crown Shield			5	5000	blac	blac						ac%		75	100	dmg%		25	50	sock		2	4	pal		1	2																																	0
Twilight Presence	100	1		1		33	30	pa6	Akaran Targe			5	5000	lgry	lgry						ac%		100	140	stupidity		3	3	att%		25	25	dmg-demon		100	100	move2		30	30	block		25	25	balance2		25	25																					0
Voice of the Prophet	100	1		1		37	34	pa7	Akaran Rondache			5	5000								oskill	shout	3	3	oskill	battle orders	3	3	oskill	battle command	3	3	res-all		40	40	allskills		2	2	hp%		15	15	rip		1	1																					0
Black Rain	100	1		1		42	39	pa8	Protector Shield			5	5000	blac	blac						ac%		100	150	res-fire		50	50	res-cold		35	35	dmg-ltng		10	100	stupidity		2	2	kill-skill	static field	100	3	aura	118	5	8																					0
Grand Inquisitor	100	1		1		49	46	paa	Royal Shield			5	5000								ac%		125	200	block		35	35	block3		50	50	balance3		50	50	addxp		10	15	dmg%		50	50	pal		3	3	res-all-max		10	10																	0
Cleric's Rebuke	100	1		1		58	55	pab	Sacred Targe			5	5000								ac		150	200	aura	thorns	15	20	gethit-skill	82	15	5	res-all		75	75	pal		2	2	gold%		200	200	mag%/lvl	8			regen		10	15																	0
Alma Negra	100	1		1		67	64	pac	sacred rondache			5	5000	blac	blac						ac%		180	210	block2		30	30	pal		1	2	block		20	20	red-mag		5	9	att%		40	75	dmg%		40	75	sock		2	2																	0
Dawnfall	100	1		1		73	70	pad	Ancient Shield			5	5000								gethit-skill	62	3	30	ac%		140	200	red-dmg%		35	35	res-all		50	75	skill-rand	3	96	125	move2		25	25	swing3		30	30																					0
Fortress of Morpheus	100	1		1		88	85	paf	Vortex Shield			5	5000								pal		4	4	ac%		175	175	red-dmg%		10	15	res-all		30	50	sock		4	4																													0
Barbarian Tribal Helms																																																																					0
Chaos Kin	100	1		1		9	6	ba1	Jawbone Cap			5	5000		oran						ac		10	15	bar		1	1	red-dmg		3	5	dmg-max		8	12	res-ltng		15	25	howl		66	66																									0
Darkhunger	100	1		1		13	11	ba2	Fanged Helm			5	5000		cred						ac		10	20	stupidity		2	2	res-all		10	15	lifesteal		5	8	heal-kill		3	5	skilltab	12	1	3																									0
Dragonkin	100	1		1		21	17	ba3	Horned Helm			5	5000		dgrn						ac%		50	75	dur		25	25	rep-dur	20			att		125	125	dmg-fire		10	20	block		15	15	red-dmg%		5	10																					0
Blood Dancer	100	1		1		25	22	ba4	Assault Helmet			5	5000		dred						ac		25	50	bloody		1	1	noheal		1	1	move3		25	25	dex		15	15	hp		25	25	res-cold		25	25	res-fire		20	20																	0
Chimera's Chaos	100	1		1		29	26	ba5	Avenger Guard			5	5000		lyel						ac%		100	140	dmg%		25	25	red-dmg%		10	10	res-all		15	15	oskill	inferno	6	10	str		20	20																									0
Deadgaze	100	1		1		33	30	ba6	Jawbone Visor			5	5000		blac						ac%		100	150	rip		1	1	howl		99	99	manasteal		8	8	mana		35	50	res-ltng		25	25	block		15	15																					0
Gambler's Glory	100	1		1		37	33	ba7	Lion Helm			5	5000		lpur						ac		50	100	gold%		100	100	mag%/lvl	8			bar		1	1	skilltab	12	1	3	balance2		20	20	swing1		15	15																					0
Slayer's Glee	100	1		1		41	36	ba8	Rage Mask			5	5000								ac%		125	150	skill	147	5	5	skill	152	2	2	bar		1	1	kill-skill	decrepify	50	1	gethit-skill	77	25	2	regen		10	10																					0
Hellraiser's Casque	100	1		1		45	39	ba9	Savage Helmet			5	5000								ac%/lvl	16			rep-dur	9			bar		2	2	heal-kill		10	10	addxp		5	5	sock		2	3																									0
Foul Embrace	100	1		1		56	50	bab	Carnage Helm			5	5000								ac%		150	200	allskills		3	3	dmg-pois	200	1200	1200	res-all		55	75	regen		-12	-12	dmg-to-mana		10	10	manasteal		6	8	regen-mana		100	100																	0
Halaberd's Reign	100	1		1		83	77	bae	conqueror crown			3	5000								ac%		140	170	skilltab	13	1	1	bar		2	2	balance2		20	20	regen		15	23	skill	Battle Orders	1	2	skill	Battle Command	1	2	sock		2	2																	0
Conscience of the King	100	1		1		86	81	baf	Guardian Crown			5	5000								ac		200	300	res-all		25	25	red-dmg%		15	15	allskills		1	3	mag%		50	50	addxp		5	10	vit%		15	15	all-stats		20	30	slow		20	30													0
Druid Pelts																																																																					0
Blood Brother	100	1		1		7	4	dr1	Wolf Head			5	5000	lred	lred						ac%		50	75	lifesteal		5	8	hp		25	25	mana		20	20	skill	223	1	3	skill	224	1	3																									0
Copperbite	100	1		1		12	8	dr2	Hawk Helm			5	5000	lgld	lgld						ac%		55	75	ac		10	15	rep-dur	7			res-pois		55	55	dmg-pois	100	100	100	dru		1	1																									0
Silverskin	100	1		1		17	14	dr3	Antlers			5	5000	whit							ac		35	45	red-dmg		8	10	move2		25	25	skilltab	16	1	3	deadly		15	25	dmg-cold		10	15	freeze		2	2																					0
Eye of Heaven	100	1		1		22	19	dr4	Falcon Mask			5	5000								ac%		65	100	half-freeze		1	1	enr		15	15	vit		15	15	stam		75	75	cast2		25	25																									0
Wraith Whisper	100	1		1		27	25	dr5	Spirit Mask			5	5000	dgry	dgry						ac%		80	110	dru		1	1	skilltab	17	1	2	light		3	5	ethereal		1	1	rep-dur	15			res-cold/lvl	8																							0
The King's Heart	100	1		1		34	29	dr6	Alpha Helm			5	5000								ac%		100	125	allskills		1	1	res-all		25	25	dmg%		25	25	skill	238	7	7	hp%		20	25																									0
Creeper's Canopy	100	1		1		37	33	dr7	Griffon Headress			5	5000								ac%		100	135	skill	223	5	7	skill	232	5	7	skill	242	5	7	howl		75	75	balance2		25	25	regen-mana		50	50																					0
Night Prowler	100	1		1		42	37	dr8	Hunter's Guise			5	5000	blac	blac						ac%		120	150	dru		2	2	skilltab	15	1	2	move3		50	50	balance2		25	25	swing2		15	15	block3		40	40																					0
Falcon Sharp	100	1		1		47	40	dr9	Sacred Feathers			5	5000								ac%		125	150	dmg%		50	50	res-all		20	20	dmg-ltng		15	250	dmg-fire		25	60	oskill	inner sight	2	4	all-stats		15	15	skilltab	16	1	2																	0
Sanctuary's Scion	100	1		1		66	59	drc	Sun Spirit			5	5000	dyel	dyel						ac%		150	200	dru		2	2	red-dmg%		20	20	red-mag%		20	20	mag%		25	50	att%		35	50	skill-rand	7	222	251																					0
Stone Feather	100	1		1		86	80	drf	Dream Spirit			5	5000	oran	oran						ac%		200	300	red-dmg%		25	50	ease		-65	-65	sock		3	3	allskills		2	3																													0
Assassin Claws																																																																					0
Dusk Ray	100	1		5		37	32	9wb	Wrist Spike			5	5000	oran	oran						dmg%		140	180	dmg-norm		20	40	allskills		1	1	skilltab	20	1	1	dmg-fire		40	90	aura	109	4	9	swing2		30	30	mana		35	35																	0
Heat of Summer	100	1		2		46	43	9xf	fascia			5	5000								dmg%		200	250	dmg-fire		75	150	res-cold		25	50	abs-fire%		10	10	fireskill		5	5	dex		15	15	skill-rand	3	251	280	dmg-norm		15	30																	0
Scarab Cleaver	100	1		5		39	36	9xf	Fascia			5	5000	cblu	cblu						dmg%		150	200	swing2		20	20	ass		2	2	sock		1	2	res-ltng		75	75	abs-ltng		20	25	dmg-demon		150	250	dmg-max		10	10																	0
Chi Strike	100	1		2		50	46	9cs	hand scythe			5	5000	lpur	lpur						dmg%		205	255	skill	253	5	7	ass		1	1	deadly		33	33	res-all		20	40	enr		15	25	red-dmg		10	15	heal-kill		8	8																	0
Slithertongue	100	1		5		41	38	9cs	Hand Scythe			5	5000								dmg%		175	220	res-pois		45	45	res-pois-max		10	20	res-pois-len		75	75	dmg-pois	125	1000	1000	skilltab	21	1	3	dex		15	15	enr		20	20	dmg-max		15	20													0
Shadowy Places	100	1		2		52	48	9lw	greater claws			5	5000	dgry	dgry						dmg%		215	265	skill-rand	4	251	280	skill-rand	3	251	280	skill-rand	3	251	280	skill-rand	2	251	280	skill-rand	2	251	280	ass		1	1	swing2		20	20																	0
Werewolf Talons	100	1		5		47	40	9lw	Greater Claws			5	5000								dmg%		175	240	swing3		30	30	allskills		2	2	oskill	shape shifting	5	8	oskill	wearwolf	5	8	oskill	fury	1	3	att%		25	25	sock		1	2																	0
Adamantine Razors	100	1		2		56	50	9tw	greater talons			5	5000	whit	whit						dmg%		220	270	ass		1	1	dmg-norm		30	60	indestruct		1	1	deadly		44	44	crush		27	27	skilltab	18	1	3	manasteal		6	6																	0
Fearsome Rumors	100	1		2		61	54	9qr	scissors quhab			5	5000	dgrn	dgrn						dmg%		225	275	dmg-max		30	50	swing3		40	40	skill	260	3	5	skill	263	3	5	sock		1	1	ease		-100	-100	hp		75	75	res-pois		30	40													0
Glitterkill	100	1		5		54	49	9qr	Scissors Quhab			5	5000								dmg%		170	225	ass		2	2	res-mag%		20	20	res-all		25	25	move2		25	25	skill	258	1	3	skill	264	1	3	rep-dur	5																			0
Iniquity Razor	100	1		1		61	55	7ar	Suwayyah			5	5000		lpur						dmg%		200	275	allskills		1	2	mag%/lvl	5			mag%		25	50	deadly		50	75	block		15	25	block3		40	40	skilltab	20	1	3																	0
Silent Shank	100	1		1		76	70	7xf	War Fist			5	5000	blac	blac						dmg%		200	260	swing3		35	35	cast2		25	25	regen		10	15	nofreeze		1	1	cheap		20	20	fade		1	3	dmg/lvl	7																			0
Sin Sister	100	1		1		83	78	7tw	Runic Talons			5	5000	blac	blac						dmg%		200	300	swing2		30	30	sock		3	3	dmg/lvl	7																																			0
Torturer's Trust	100	1		1		86	83	7qr	Scissors Suwayyah			5	5000								dmg%		225	300	allskills		2	2	skilltab	20	1	3	res-all		30	50	skill-rand	7	252	281	regen		15	20	gold%		100	100	mag%		25	50	att%		100	100													0
Rings																																																																					0
Elven Heartband	100	1		10		21	18	rin	ring			5	5000								addxp		3	5	hp		20	30	red-dmg%		5	5	mag%		15	25	lifesteal		4	6																													0
Knell of Discord	100	1		10		23	20	rin	ring			5	5000								lifesteal		5	7	slow		15	15	knock		3	3	enr		10	10																																	0
Vampiric Regeneration	100	1		10		32	28	rin	ring			5	5000								hp		35	35	regen		8	12	regen-mana		35	35	regen-stam		20	20	manasteal		3	5	lifesteal		5	7																									0
Planatar Enlightenment	100	1		2		48	45	rin	ring			5	5000								allskills		1	1	res-all		8	15	hp		35	50	gold%		65	65	enr		20	20	addxp		3	5	cheap		8	10																					0
Thief of Dreams	100	1		5		54	50	rin	ring			5	5000								mag%		33	50	res-fire		25	35	mana		65	80	cast1		15	15	addxp		3	3																													0
Jackal's Laughter	100	1		3		69	64	rin	ring			5	5000								allskills		1	1	lifesteal		8	11	manasteal		7	8	hp		55	80	oskill	terror	6	6	deadly/lvl	3																											0
Fellowship's Hope	100	1		2		78	73	rin	ring			5	5000								allskills		1	1	mag%		25	35	res-all		15	15	red-dmg		5	8	red-mag		5	8	move1		10	10	cast1		10	10	block1		10	10																	0
Faerie Ring	100	1		1		86	82	rin	ring			5	5000								allskills		1	1	hp%		15	15	mana%		15	15	light		7	7	fade		1	1	block		15	20	mag%		25	50	balance2		20	20																	0
Amulets																																																																					0
Eye of Kahn	100	1		20		5	3	amu	amulet			5	5000								hp		25	35	mana		25	35	dex		5	10	str		5	10	dmg-max		3	6																													0
Psyche Shroud	100	1		20		9	6	amu	amulet			5	5000								move2		15	15	res-ltng		20	20	hp		20	30	enr		10	10																																	0
Amulet of Warding	100	1		10		15	12	amu	amulet			5	5000								red-dmg		5	8	res-all		10	15	red-mag		4	6	block		5	12	ac		35	50																													0
Cryptking	100	1		5		31	27	amu	amulet			5	5000								oskill	skeleton mastery	5	10	oskill	raise skeletal mage	3	5	dmg-undead		200	200	allskills		1	1	regen		6	8	regen-mana		25	50																									0
Sequence of Seasons	100	1		5		36	30	amu	amulet			5	5000								allskills		1	1	dmg-cold	100	15	25	dmg-ltng		1	70	dmg-fire		30	50	aura	103	1	1	regen		6	8																									0
Rat Lord's Gate	100	1		5		41	38	amu	amulet			5	5000								dmg-demon		100	100	hp		35	50	str		15	25	dex		15	25	red-dmg%		10	10	red-mag		6	9																									0
Luck Sigil	100	1		5		48	45	amu	amulet			5	5000								allskills		1	1	mag%/lvl	12			gold%/lvl	16			att%		10	10	fade		1	1																													0
The Vanquisher	100	1		3		79	75	amu	amulet			5	5000								dmg%		50	50	dmg-max		10	20	cast2		20	20	lifesteal		8	8	manasteal		5	8	swing2		25	25																									0
Foulsigil	100	1		3		83	78	amu	amulet			5	5000								allskills		1	2	all-stats		15	25	regen		-3	-3	res-pois		65	65	swing1		15	15	block		15	15	nofreeze		1	1																					0
Veil of Despair	100	1		1		86	85	amu	amulet			5	5000								allskills		2	2	block		10	15	kill-skill		5	15	mag%		35	50	gold%/lvl	16			res-curs-len		25	50	res-all-max		5	20	res-all		20	50																	0
