skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
Twister	240		twister		118												twister																																																												druid_windcast															68					twister												1	0		none												SC	SC	xx				1													1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10													1						1	8	7	0	1										par1	# missiles							3	Number of twisters	10	Frames the target is stunned											10	damage synergy	1								7		12	4	7	10	13	16	16	4	7	11	14	17																							640	16000
Vines	241		vines		115																	vine_beast																																						vinecreature	vine	1	S1	Vine Attack	lvl	VineCycler	lvl										druid_summon																																1	0		none												SC	SC	xx				1	4												1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10								1											1	8	14	1	1	1									par3 * (lvl-1)	hp %	ulvl * 3 / 4 + lvl	vine lvl					3	Number of vines	1	vines per level	20	% more hitpoints per level	0	Mana steal moved -->	1	min % mana steal	8	max % mana steal					1								8																																				768	16000
Hunger	242		hunger		122																																																																																																								1	0		h2h												S3	S3	S3				1		1	1								1		1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10								2	wolf	bear			1						1	8	3	0	1										par5	dmg%	dm12	lifesteal	dm34	manasteal			50	min % life steal	200	max % life steal	50	min % mana steal	200	max % mana steal	-75	% damage penalty							1	50	10						8	128																																			768	32000
Shock Wave	243	dru	shock wave		8												shockwave	shockwave																																																																										17					shockwave	shockwave											1	0		none												SC	SC	xx				1													1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10								2	bear	wolf			1						1	8	7	0	1										25+blvl	# missiles							40	stun length	15	stun length per level											100	damage synergy	1								8		10	30	5	7	7	7	20	45	5	7	7	7	ulvl*10																						768	32000
Volcano	244		volcano		123												volcano								par1																																																				druid_firecast_a											druid_fire_cast_2					91				volcano overlay fire	volcano											1	0		none												SC	SC	xx				1	4				1								1						sorceress_cast_fire	druid_fire_cast_2	(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10												100							1	8	25	0	1																par2	damage delay	12	debris range	2	delay between debris									12	damage synergy	12	fire damage synergy	1								8		8	2	4	6	8	10	10	2	4	6	8	10		fire	8	2	4	6	8	11	10	2	4	6	8	13	stat('energy'.base/3)+(blvl*5)*(ulvl*3)/3								768	32000
Tornado	245	dru	tornado		118												tornado				42371				par2																																																				druid_windcast															69					tornado												1	0		none												SC	SC	xx				1	4												1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10													1						1	8	10	0	1										1+(blvl/4)	# missiles					par1-blvl	damage delay	15	Frame delay between damage	3	Radius of damage											9	damage synergy	1								8		25	8	14	20	24	28	35	8	15	21	25	29																							768	32000
Spirit of Barbs	246		spirit of barbs		119																																											poisonresist	100	maxpoisonresist	100									spiritofbarbs	totem	1	NU	Barbs Aura	lvl												druid_summon																																1	0		none												SC	SC	xx				1	4												1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10								1											1	8	25	1	1	1									(lvl-1)*par1	hp adj	ulvl	totem lvl					25	% hitpoints more per level	0	Bonus Level	50	% thorns damage back	20	% thorns damage back per level					30	radius	2	radius/lvl	1								8																																				896	64000
Summon Grizzly	247	dru	summon grizzly		119																					fireresist	min(ln78,85)	coldresist	min(ln78,85)	lightresist	min(ln78,85)	poisonresist	min(ln78,85)	damagepercent	((blvl*200)-190)*(ulvl/10)													damagepercent	ln12	tohit	skill('Summon Spirit Wolf'.ln12)	item_armor_percent	skill('Summon Spirit Wolf'.ln56)							druidbear	grizzly	1+stat('item_add_bear'.accr)	S1														druid_summon																																1	0		none												SC	SC	xx				1	4												1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10								1											1	8	40	0	1	1									ulvl	hp %	ulvl	pet lvl					25	% feral add to damage	10	% feral damage per level									0	resist	5	resist/lvl	1	300	20						8		30	10	15	20	26	30	60	10	15	20	26	30	ulvl*10																						896	64000
Fury	248	dru	fury	37	13																																																																																						53	21																	1	0		h2h												A1	A1	A1				1		1	1										1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10								2	wolf				1						1	8	4	0	1										min((par5 + lvl -1), par6)	max targets	ln34	damage %							100	% frame rollback	200	% damage percent	44	damage % per level	2	Targets	5	Max targets					1	50	7						8	128																																			896	64000
Armageddon	249	dru	armageddon		124												armageddoncontrol	armageddoncontrol	armageddoncontrol			armageddon		ln12 + skill('Eruption'.blvl) * par7	par3																																																				druid_firecast_a											druid_fire_cast_2					92				armageddontail	armageddonrock			25	frames	25	fall rate	15	slide rate			1	0		none												SC	SC	xx				1	4												1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10								1				150							1	8	35	0	1										par3+blvl					ZMENA DESC			250	base duration	0	duration per level	8	radius to drop meteors	8	frame delay between rocks					50	duration synergy	14	damage synergy	1								8		4	4	6	8	10	12	16	4	7	9	12	14		fire	25	15	20	25	31	38	75	16	22	27	34	40	stat('energy'.base/3)+(blvl*5)*(ulvl*3)						1		896	64000
Hurricane	250	dru	hurricane		124																42883	hurricane		ln12 + skill('Cyclone Armor'.blvl) * par7	par3																																																				druid_windcast										druid_hurricane										hurricaneswoosh	hurricanerock	hurricanetree		3	debris/frame	75	height					1	0		none												SC	SC	xx				1													1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10												150							1	8	30	0	1										par3+blvl					ZMENA DESC			250	base duration	0	duration per level	9	radius	20	frames per hit search					50	duration synergy	9	damage synergy	1				1	2			8															cold	25	7	10	12	14	16	50	7	10	12	14	16	stat('energy'.base/3)+(blvl*5)*(ulvl*3)/3	50					1		896	64000
Fire Trauma	251	ass	fire trauma											bomb in air		1									par1																																																								weapon_throw_1															bomb in air													1	0		rng												S2	S2	S2				1													1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10													1						1	5	25	83	1										par1+3*blvl								15	radius													9	damage synergy	1								7															fire	6	14	8	20	38	58	8	15	11	24	44	66	stat('energy'.base/3)+(blvl*5)*(ulvl*3)						5		256	1000
Claw Mastery	252	ass	claw mastery																																											clawmastery	h2h	passive_mastery_melee_th	ln12	passive_mastery_melee_dmg	ln34	passive_mastery_melee_crit	dm56																																																								1	0		none		h2h										SC	SC	SC				1													1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10																			0	8	0	0	1						1												30	Attack rating bonus percent	10	Percent attack rating per level	85	% damage percent	40	damage % per level	0	critical%	25	critical%					1								8																																		10		256	1000
Psychic Hammer	253		psychic hammer	22	33																																																																							1	assassin_psychichammer							psychic_hammer_hit	paladin_holybolt_impact_1			psychic_hammer_curse			5	3																	1	0		rng												SC	SC	SC				1	4	1		1									1								(lvl<1)?1:((lvl<2)?2:((lvl<3)?4:((lvl<4)?8:((lvl<5)?16:((lvl<6)?20:((lvl<7)?24:((lvl<8)?28:((lvl<9)?30:40))))))))	1	10																			1	6	16	1	1										par1	knockback% vs. monster	dm34	knockback% vs. unique	dm56	knockback% vs. boss	dm56	knockback% vs. player	100	knockback % vs. monster			50	min knockback% vs. unique	100	max knockback% vs. unique	25	min knockback% vs. boss	99	max knockback% vs. boss					1								7		2	2	3	4	5	6	6	3	4	5	6	7		mag	2	2	3	4	5	6	6	3	4	5	6	7							5		256	1000
